datetime,open,high,low,close,volume,res
2022-05-22 10:00:00,4.4,4.48,4.33,4.35,1587182,1d
2022-05-23 10:00:00,4.35,4.4,4.18,4.25,5102418,1d
2022-05-24 10:00:00,4.25,4.3,4.1,4.1,6647011,1d
2022-05-25 10:00:00,4.1,4.23,4.0,4.0,12396104,1d
2022-05-26 10:00:00,4.0,4.08,3.91,4.0,4126201,1d
2022-05-29 10:00:00,4.0,4.06,3.94,4.03,1241335,1d
2022-05-30 10:00:00,4.03,4.16,4.0,4.05,2854085,1d
2022-05-31 10:00:00,4.05,4.11,3.98,4.1,34656126,1d
2022-06-01 10:00:00,4.1,4.22,4.05,4.05,4441145,1d
2022-06-02 10:00:00,4.05,4.13,4.02,4.06,1503464,1d
2022-06-05 10:00:00,4.06,4.16,4.05,4.09,1444713,1d
2022-06-06 10:00:00,4.09,4.16,4.05,4.06,2579730,1d
2022-06-07 10:00:00,4.06,4.11,4.06,4.09,2431512,1d
2022-06-08 10:00:00,4.09,4.31,4.09,4.3,12430406,1d
2022-06-09 10:00:00,4.3,4.34,4.21,4.24,1975202,1d
2022-06-12 10:00:00,4.24,4.27,4.15,4.25,1561139,1d
2022-06-13 10:00:00,4.25,4.27,4.2,4.21,3768438,1d
2022-06-14 10:00:00,4.21,4.23,4.13,4.14,6132639,1d
2022-06-15 10:00:00,4.14,4.22,4.14,4.19,2410858,1d
2022-06-16 10:00:00,4.19,4.26,4.15,4.25,46096512,1d
2022-06-19 10:00:00,4.25,4.25,4.14,4.15,570829,1d
2022-06-20 10:00:00,4.15,4.2,4.01,4.03,2503586,1d
2022-06-21 10:00:00,4.03,4.1,4.0,4.01,5295858,1d
2022-06-22 10:00:00,4.01,4.06,3.98,4.0,4123252,1d
2022-06-23 10:00:00,4.0,4.02,3.92,3.93,3357641,1d
2022-06-26 10:00:00,3.93,4.03,3.81,3.84,4056447,1d
2022-06-27 10:00:00,3.84,3.84,3.47,3.47,24829887,1d
2022-06-28 10:00:00,3.47,3.55,3.41,3.5,5947777,1d
2022-06-29 10:00:00,3.5,3.61,3.5,3.55,8199526,1d
2022-07-03 10:00:00,3.55,3.57,3.35,3.39,6672343,1d
2022-07-04 10:00:00,3.39,3.4,3.17,3.2,7185580,1d
2022-07-05 10:00:00,3.2,3.23,2.95,2.95,10357844,1d
2022-07-06 10:00:00,2.95,3.02,2.77,2.86,13984926,1d
2022-07-07 10:00:00,2.86,3.0,2.86,2.9,7278343,1d
2022-07-17 10:00:00,2.9,2.92,2.82,2.84,3408262,1d
2022-07-18 10:00:00,2.84,2.93,2.84,2.88,15412616,1d
2022-07-19 10:00:00,2.88,2.91,2.85,2.88,8756246,1d
2022-07-20 10:00:00,2.88,3.09,2.88,3.06,28073650,1d
2022-07-21 10:00:00,3.06,3.18,3.06,3.14,15476857,1d
2022-07-24 10:00:00,3.14,3.28,3.1,3.26,16671115,1d
2022-07-25 10:00:00,3.26,3.31,3.21,3.23,8561932,1d
2022-07-26 10:00:00,3.23,3.37,3.2,3.24,22286052,1d
2022-07-27 10:00:00,3.24,3.27,3.09,3.11,17381275,1d
2022-07-28 10:00:00,3.11,3.15,3.1,3.13,6903579,1d
2022-07-31 10:00:00,3.13,3.22,3.13,3.18,16760476,1d
2022-08-01 10:00:00,3.18,3.24,3.1,3.1,13412234,1d
2022-08-02 10:00:00,3.1,3.15,3.07,3.15,12239388,1d
2022-08-03 10:00:00,3.15,3.29,3.15,3.28,24146285,1d
2022-08-04 10:00:00,3.28,3.93,3.27,3.89,54453518,1d
2022-08-07 10:00:00,3.89,4.18,3.89,4.0,27446244,1d
2022-08-08 10:00:00,4.0,4.02,3.82,3.83,21526284,1d
2022-08-09 10:00:00,3.83,4.04,3.83,3.9,15864610,1d
2022-08-10 10:00:00,3.9,4.01,3.8,3.84,16131875,1d
2022-08-11 10:00:00,3.84,3.97,3.78,3.9,13981691,1d
2022-08-14 10:00:00,3.9,4.06,3.9,3.91,13250757,1d
2022-08-15 10:00:00,3.91,3.95,3.84,3.9,7409882,1d
2022-08-16 10:00:00,3.9,3.94,3.68,3.72,15601661,1d
2022-08-17 10:00:00,3.72,3.88,3.68,3.83,10938951,1d
2022-08-18 10:00:00,3.83,3.9,3.8,3.8,10587239,1d
2022-08-21 10:00:00,3.8,3.99,3.8,3.91,17133984,1d
2022-08-22 10:00:00,3.91,3.97,3.81,3.82,19191147,1d
